ipOwner,ipOwner_type,ipOwner_scale,ipOwner_commercial,ipOwner_country,ipOwner_region,ipOwner_country_match,ipOwner_abuse_reports,ipOwner_blacklist_flag,ipOwner_vpn_proxy_flag,ipOwner_tor_flag,ipOwner_asn,ipOwner_as_size,ipOwner_as_age,ipOwner_mobile_flag
DVTK LLC,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
IT Sistemy Ltd.,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
OOO Pasific Marin Electronics,корпоративная сеть,локальный,да,Россия,Санкт-Петербург,да,0,нет,нет,нет,AS12345,256,5,нет
The Office-Complect Ltd,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,12345,256,5,нет
JSCYamalTelekom,ISP,локальный,да,Россия,Ямало-Ненецкий АО,да,5,нет,нет,нет,AS20485,256,15,нет
Fly-Tech Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Vodafone Egypt,корпоративная сеть,национальный,да,Египет,Кайро,да,5,нет,нет,нет,AS36947,1000,15,да
ZAO Metrobank,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
Total-Net Ltd,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Mayak Network LLC,дата-центр,локальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
Google LLC,облако,международный,TRUE,США,Калифорния,TRUE,5,FALSE,FALSE,FALSE,15169,1000000,20,FALSE
JSC Comstar-UTS Saratov Branch,корпоративная сеть,локальный,да,Россия,Саратовская область,да,5,нет,нет,нет,12345,256,10,нет
Adygei Telephone Company JSC,корпоративная сеть,локальный,да,Россия,Адыгея,да,5,нет,нет,нет,12345,256,10,нет
ReInfoCom Ltd.,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Metronet Ltd,ISP,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Static and PPPoE XDSL Links in Khabarovsk City ATS-51 Node,корпоративная сеть,локальный,да,Россия,Хабаровский край,да,0,нет,нет,нет,AS12345,256,5,нет
OOO Turisticheskoe Agenstvo Ekonom Klass,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,неизвестен,неизвестен,неизвестен,нет
Amazon Data Services NoVa,облако,международный,да,США,Вирджиния,да,5,нет,нет,нет,16509,100000,18,нет
Cyprus Telecommuncations Authority,госорган,национальный,нет,Кипр,,да,5,нет,нет,нет,AS12345,256,10,нет
LLC Kurgan-Telecom,ISP,локальный,да,Россия,Курганская область,да,5,нет,нет,нет,AS12345,256,10,нет
Cable Systems Ltd,корпоративная сеть,национальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Intexcom Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Ultra-Telecom LLC,ISP,локальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
Alfa Telecom CJSC,корпоративная сеть,национальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
RIA Link Ltd,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
Webstream,корпоративная сеть,национальный,да,США,Калифорния,да,5,нет,нет,нет,12345,256,10,нет
Client Uplinks,корпоративная сеть,национальный,да,Россия,Центральный,да,5,нет,нет,нет,12345,256,10,нет
RIC-Info Ltd,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Penzenskaya Telephonnaya Company Closed Joint-Stock Company,корпоративная сеть,локальный,да,Россия,Пензенская область,да,5,нет,нет,нет,AS12345,256,10,нет
Fatum-3 Ltd.,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Expert Telecom LLC,корпоративная сеть,национальный,TRUE,США,Калифорния,TRUE,5,FALSE,FALSE,FALSE,12345,256,10,FALSE
Saint-Petersburg P2P clients,ISP,локальный,да,Россия,Санкт-Петербург,да,нет,нет,нет,нет,AS12345,256,10,нет
Limited Liability Company Bliss-Pro,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,12345,256,5,нет
CityLanCom LTD,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
HZ Hosting Ltd,дата-центр,международный,да,Великобритания,Лондон,нет,5,нет,да,нет,AS12345,256,10,нет
Intelcom Ltd,корпоративная сеть,национальный,да,Канада,Квебек,да,5,нет,нет,нет,AS12345,256,10,нет
Universum Bit Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,нет,5,нет,нет,нет,AS12345,256,10,нет
Broadband clients leased adresses,ISP,национальный,да,Россия,Центральный,да,5,нет,нет,нет,12345,1000,10,нет
Smart Telecom Company,корпоративная сеть,национальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Mels Dial Pool I,ISP,локальный,да,США,Калифорния,да,5,нет,да,нет,AS12345,256,10,нет
Akademizdatcenter Nauka,госорган,национальный,некоммерческий,Россия,Москва,да,0,нет,нет,нет,AS12345,256,10,нет
Zelenaya Belgorod Network,корпоративная сеть,локальный,да,Россия,Белгородская область,да,0,нет,нет,нет,AS12345,256,5,нет
Philippine Long Distance Telephone Company,корпоративная сеть,национальный,да,Филиппины,Национальный столичный регион,да,5,нет,нет,нет,45681,1000,20,нет
Gin Agency Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Sakhalin Dynamic Pool,дата-центр,локальный,да,Россия,Сахалинская область,да,5,нет,нет,нет,AS12345,256,10,нет
P2P XDSL Links in Khabarovsk City ATS-27 Node,корпоративная сеть,локальный,да,Россия,Хабаровский край,да,5,нет,нет,нет,AS12345,256,10,нет
IP Address Space for Rostov-on-Don Regional Data Exchange Networks,дата-центр,локальный,да,Россия,Ростовская область,да,0,нет,нет,нет,AS12345,256,5,нет
TTC Netblock,ISP,национальный,да,Канада,Онтарио,да,5,нет,нет,нет,12345,256,10,нет
CJSC Zhanr LIR Infrastructure,корпоративная сеть,локальный,да,Казахстан,Алматинская область,да,0,нет,нет,нет,AS12345,256,5,нет
ZAO Transuglehim,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
Net for IP Single Static Assignment Clients MSK,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
KNET TELECOM Ltd,ISP,национальный,да,Кипр,Ларнака,нет,5,нет,нет,нет,AS204123,256,10,нет
Villanet LLC,корпоративная сеть,локальный,да,США,Калифорния,да,0,нет,нет,нет,AS12345,256,5,нет
